,Overall Status,CD,COFO ISSUE DATE,DWELLING UNIT CHANGED,ISSUE DATE,JOB ADDRESS,PC SUBMT DATE,PERMIT GROUP,PERMIT NUMBER,PERMIT SUB-TYPE,PERMIT TYPE,SQUARE FOOTAGE,STATUS DESCRIPTION,USE DESCRIPTION,WORK DESCRIPTION,ZIP CODE,ADDRESS COUNT,ISSUE YEAR,PC YEAR
69,Permits without CofO,2.0,,1.0,2017-07-17 11:16:00,10338 W LORNE ST,,Building,17016-20000-12662,1 or 2 Family Dwelling,Bldg-Alter/Repair,672.0,Issued,Accessory Dwelling Unit,Convert Existing Rec. Room To Accessory Dwelling Unit As Per Ab 2299 & Sb 1069,91352.0,1.0,2017.0,
70,Permits without CofO,7.0,,1.0,2017-06-30 14:42:00,10339 N CEDROS AVE,,Building,17014-20000-02419,1 or 2 Family Dwelling,Bldg-Addition,576.0,Issued,Accessory Dwelling Unit,Proposed Addn & Conversion Of Ex Det. Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069. With All New Roof Framing.,91345.0,1.0,2017.0,
71,Permits without CofO,12.0,,1.0,2017-06-21 09:29:00,10339-10341 N BLUCHER AVE,,Building,17016-20000-15250,1 or 2 Family Dwelling,Bldg-Alter/Repair,408.0,Issued,Duplex,Convert (E) Att. Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069,91344.0,1.0,2017.0,
72,Permits without CofO,15.0,,1.0,2015-07-06 14:17:00,1034 N MARINE AVE,,Building,14014-40000-05515,1 or 2 Family Dwelling,Bldg-Addition,736.0,Issued,Dwelling - Single Family,One Story Addition To (E) Recreation Room And Convert To Second Dwelling Unit  Per Za Memorandum No. 120.,90744.0,1.0,2015.0,
73,Permits without CofO,10.0,,1.0,2017-02-17 16:03:00,1034 S VICTORIA AVE,,Building,15010-70000-04373,1 or 2 Family Dwelling,Bldg-New,474.0,Issued,Dwelling - Single Family,"(N) 2-Story Building 22'7"" X  24'11"" Irregular  (Garage: 487 Sq Ft; 2nd Floor Unit: 474 Sq Ft): 1 Bedroom, 1 Bathroom, Living Room, Kitchen. 
Second Dwelling Unit In R1 Zone As Allowed By Ab 1866.",90019.0,1.0,2017.0,
74,Applications Submitted,7.0,,,,10340 N TELFAIR AVE,2017-02-27 00:00:00,Building,17010-20000-00739,1 or 2 Family Dwelling,Bldg-New,,Reviewed by Supervisor,Accessory Dwelling Unit,"Dettached Accessory Dwelling Unit, Adu, Per Ab-2299 And Sb 1069.
3 Bedrooms And Two Bathrooms, 1142 Sf. State Approved Housing.",91331.0,1.0,,2017.0
75,Applications Submitted,6.0,,0.0,,10341 N LEV AVE,2017-04-12 00:00:00,Building,17014-20000-01610,1 or 2 Family Dwelling,Bldg-Addition,93.0,Corrections Issued,Accessory Dwelling Unit,"Convert (E) Storage Into A (N) Accessory Dwelling Unit Per Ab 2299 And Sb 1069 & Add Bedroom (9'-6"" X 9'-10"") **** Comply With Department Order Effective Date 09/12/2016. Permit Will Expire 30 Days From Issuance Date ****",91331.0,1.0,,2017.0
76,Applications Submitted,5.0,,1.0,,10341 W ORTON AVE,2016-01-19 00:00:00,Building,16014-30000-00188,1 or 2 Family Dwelling,Bldg-Addition,,Verifications in Progress,Duplex,Addition Of 2nd Dwelling In 1st Floor And Addition On 2nd Story Of (E) Single Family Dwelling. New Deck Attached To Sfd ,90064.0,1.0,,2016.0
77,Permits with CofO,2.0,2015-09-15 16:19:00,1.0,2014-09-24 10:24:00,10344 1/2 W LORNE ST,,Building,14010-20000-02448,1 or 2 Family Dwelling,Bldg-New,1199.0,CofO Issued,Dwelling - Single Family,"(N) 25'-7"" X 26'-10"" 2-Story Sfd Per Za 120. All Work Per Engineering.",91352.0,1.0,2014.0,
78,Permits with CofO,12.0,2016-03-31 15:43:00,1.0,2015-03-17 14:35:00,10344 N DE SOTO AVE,,Building,13010-20000-03600,1 or 2 Family Dwelling,Bldg-New,1266.0,CofO Issued,Dwelling - Single Family,"New 1-Story, 58'-5"" X 30'-0"" Second Dwelling Unit Per Za Memo #120 With Attached Patio @ Rear.  Fire Sprinklers Req'D Through-Out (See Comments).",91311.0,1.0,2015.0,
79,Applications Submitted,7.0,,1.0,,10350 N JOHANNA AVE,2017-02-28 00:00:00,Building,17010-20000-00791,1 or 2 Family Dwelling,Bldg-New,1495.0,Verifications in Progress,Accessory Dwelling Unit,New Accessory Dwelling Unit With Attached Garage Per Ab2299 And Sb1069.,91040.0,1.0,,2017.0
80,Permits with CofO,7.0,2017-07-11 15:06:00,1.0,2016-12-21 15:28:00,10365 N EL DORADO AVE,,Building,16010-20000-04339,1 or 2 Family Dwelling,Bldg-New,1256.5,CofO Issued,Dwelling - Single Family,[Cugu - New] New 2nd Dwlg Unit With One Car Garage Per Ord. 184510,91331.0,1.0,2016.0,
81,Permits without CofO,5.0,,1.0,2017-05-23 14:51:00,10372 W MISSISSIPPI AVE,,Building,15010-20000-04298,1 or 2 Family Dwelling,Bldg-New,538.0,Issued,Accessory Dwelling Unit,"Construct New 2-Story, 17'-6"" X 23' Irr. Accesory Dwelling Unit Per Ab 2299 And Sb 1069 With Roof Deck.   

  ",90025.0,1.0,2017.0,
82,Applications Submitted,7.0,,1.0,,10377 W MCBROOM ST,2015-09-15 00:00:00,Building,15016-20000-19856,1 or 2 Family Dwelling,Bldg-Addition,1762.0,Reviewed by Supervisor,Dwelling - Single Family,"Convert Irr Shape 27'X55'6"" Accessory Living Quarter With Attached Garage  Into 2nd Dwelling Unit Pusuant To Za Memo# 120.
 Comply With Department Order Effective Date
07/16/2015. Permit Will Expire 30 Days From Issuance Date""",91040.0,1.0,,2015.0
83,Applications Submitted,15.0,,1.0,,10405 S ANZAC AVE,2017-04-04 00:00:00,Building,17016-10000-08191,1 or 2 Family Dwelling,Bldg-Alter/Repair,2280.0,Reviewed by Supervisor,Dwelling - Single Family,"Add Kitchen At 2nd Floor And Convert 2nd Floor To An Accessory Dwelling Unit
Per Ab 2299 And Sb 1069",90002.0,1.0,,2017.0
84,Permits with CofO,2.0,2013-08-05 14:27:00,1.0,2012-06-07 09:49:00,10408 N NEWHOME AVE,,Building,12016-20000-06293,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,CofO Issued,Duplex,Convert 635 Sq Ft Portion Of (E) 2-Story Sfd Into A 2nd Dwlg Unit Per Za 120(8636 W. Wyngate St.),91040.0,1.0,2012.0,
85,Permits with CofO,10.0,2014-06-03 13:49:00,1.0,2013-02-01 15:23:00,1041-1043 S BRONSON AVE,,Building,12016-10000-14875,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,CofO Issued,Duplex,Converting Existing Bedroom Area Into Second Dwelling Unit.  Includes Const. Of (N) Porch Steps At Side Of Bldg.  Construction Per Wood Prescriptive Method.  Comply With Dept. Order Dated 6/21/12.  Permit Will Expire 30 Days From Issuance Date.,90019.0,1.0,2013.0,
86,Permits without CofO,12.0,,1.0,2014-03-11 15:53:00,10416 N MILWOOD AVE,,Building,13010-20000-00133,1 or 2 Family Dwelling,Bldg-New,532.0,Issued,Dwelling - Single Family,"New Irregular Shape (18'-6"" X 39'-3"") Second Dwelling Unit 532 Sq. Ft. Per Za Memorandum No. 120.

""Comply With Department Order Effective Date 12/10/2012.  Permit Will Expire 30 Days From Issuance Date.""",91311.0,1.0,2014.0,
87,Permits with CofO,2.0,2012-03-08 13:04:00,1.0,2011-08-04 11:23:00,10417 N MARY BELL AVE,,Building,11016-20000-08470,1 or 2 Family Dwelling,Bldg-Alter/Repair,1069.0,CofO Issued,Dwelling - Single Family,Convert (1069sf) Guesthouse To (N) Detached Second Dwelling Unit	 (Per Za 120)_Building Is (E) Fully Sprinkler Thru-Out With Nfpa 13d ~ No Physical Work,91040.0,1.0,2011.0,
88,Applications Submitted,9.0,,1.0,,1042 E 49TH PL,2017-06-26 00:00:00,Building,17010-20000-02463,1 or 2 Family Dwelling,Bldg-New,370.0,Reviewed by Supervisor,,"New 19' X 19'-6"" Accessory Dwelling Unit Per Ab 2299 & Sb 1069",90011.0,1.0,,2017.0
89,Permits without CofO,9.0,,1.0,2017-06-02 13:57:00,1042 W 55TH ST,,Building,17016-10000-01586,1 or 2 Family Dwelling,Bldg-Addition,325.0,Issued,Accessory Dwelling Unit,"Convert (E) Garage To Adu Per Ab 2299 And Ab 1069. Addition To Adu.

""Comply With Department Order Effective Date
07/22/2015. Permit Will Expire 30 Days From Issuance Date""",90037.0,1.0,2017.0,
90,Applications Submitted,7.0,,1.0,,10425 1/2 N HADDON AVE,2015-12-02 00:00:00,Building,15014-10000-05534,1 or 2 Family Dwelling,Bldg-Addition,488.0,Corrections Issued,Dwelling - Single Family,New 2nd Sfd (Irregular 40' X 20.66')  Per Za 120 Attached To Existing Garage.  Removal Of Ex Carport.,91331.0,1.0,,2015.0
91,Applications Submitted,2.0,,1.0,,10427 W CANTARA ST,2014-08-22 00:00:00,Building,14016-20000-16918,1 or 2 Family Dwelling,Bldg-Alter/Repair,662.0,Reviewed by Supervisor,Dwelling - Single Family,"Convert (E) Rec. Toom To (N) Second Unit, Per Za Memo 120.  ""Comply With Department Order Effective Date 06/26/14. Permit Will Expire 30 Days From Issuance Date""",91352.0,1.0,,2014.0
92,Permits without CofO,7.0,,1.0,2016-02-25 10:27:00,10431 N WHITEGATE AVE,,Building,15010-20000-01128,1 or 2 Family Dwelling,Bldg-New,789.0,Issued,Dwelling - Single Family,New Irr. 32'X40' 2nd Dwelling Unit W/ Attached One-Car Garage Per Za Memo 120. Type V Construction. Fully Sprinklered Per Nfpa13d.,91040.0,1.0,2016.0,
93,Permits with CofO,6.0,2008-09-09 16:34:00,1.0,2007-12-11 12:33:00,10431 W CANTARA ST,,Building,07010-20000-04717,1 or 2 Family Dwelling,Bldg-New,640.0,CofO Issued,Dwelling - Single Family,1 Story Sfd Per Ab 1866,91352.0,1.0,2007.0,
94,Applications Submitted,7.0,,,,10433 N WHITEGATE AVE,2015-08-19 00:00:00,Building,15010-20001-01128,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Verifications in Progress,Dwelling - Single Family,Supplemental To Revise Size Of 2nd Dwelling.  This Is Plan Check Only And Permit Is Issued Under 15010-20000-01128.,91040.0,1.0,,2015.0
95,Permits with CofO,7.0,2017-04-05 12:23:00,1.0,2016-07-19 11:25:00,10441 N PLAINVIEW AVE,,Building,15014-20000-04586,1 or 2 Family Dwelling,Bldg-Addition,2295.0,CofO Issued,Duplex,New 2nd Unit Above (E) Sfd. Remodel (E)  Att. One Car Carport.,91042.0,1.0,2016.0,
96,Permits without CofO,7.0,,1.0,2015-09-16 09:43:00,10442 N HILLHAVEN AVE,,Building,14010-20000-01686,1 or 2 Family Dwelling,Bldg-Addition,498.8,Issued,Dwelling - Single Family,(N) 2nd Dwelling Unit Per Za Memorandum 120 Attached To (E) Carport (Fire Sprinklers Nfpa-13d Throughout),91042.0,1.0,2015.0,
97,Permits without CofO,7.0,,1.0,2017-02-24 08:47:00,10442 N KEWEN AVE,,Building,17016-20000-03791,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Accessory Dwelling Unit,Convert Recreation Room Portion Of Detached Garage/Recreation Room Building To Accessory Dwelling Unit Per Ab2299 And Sb1069 With Interior Remodeling And Add New Ceiling Joists To Attached Garage Per Wfpp.,91331.0,1.0,2017.0,
98,Applications Submitted,15.0,,1.0,,10445 S PACE AVE,2017-04-12 00:00:00,Building,17014-30000-01618,1 or 2 Family Dwelling,Bldg-Addition,360.0,Reviewed by Supervisor,Accessory Dwelling Unit,Convert Existing Garage At Rear Yard To Accessory Dwelling Unit Per Ab 2299 And Sb 1069.,90002.0,1.0,,2017.0
99,Permits without CofO,7.0,,1.0,2017-06-02 11:22:00,10448 N HILLHAVEN AVE,,Building,17016-20000-14644,1 or 2 Family Dwelling,Bldg-Alter/Repair,361.0,Issued,Accessory Dwelling Unit,"Convert (E) 18'-1"" X 20'-1"" Detached Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 106",91042.0,1.0,2017.0,
100,Permits with CofO,6.0,2016-06-16 10:41:00,1.0,2015-10-29 09:16:00,1045 W KESWICK ST,,Building,15010-20000-02915,1 or 2 Family Dwelling,Bldg-New,1000.0,CofO Issued,Dwelling - Single Family,"New 35'-5"" X 40'  Dwelling Unit With Attached Garage (Detached From Main Dwelling) Per Za 120. ",91352.0,1.0,2015.0,
101,Applications Submitted,12.0,,1.0,,10450 N BALBOA BLVD,2017-03-17 00:00:00,Building,17016-20000-06423,1 or 2 Family Dwelling,Bldg-Addition,,Corrections Issued,Dwelling - Single Family,"Convert (E) 19'8"" X 19'2"" Detached Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069. Attach __ X ____ Patio Cover. All Work Per Wfpp. 

""Comply With Department Order Effective Date
09/15/2016. Permit Will Expire 30 Days From Issuance Date""",91344.0,1.0,,2017.0
102,Applications Submitted,10.0,,,,1046 S 4TH AVE,2017-02-27 00:00:00,Building,17016-10000-04374,1 or 2 Family Dwelling,Bldg-Addition,,Reviewed by Supervisor,Accessory Dwelling Unit,Convert Existing Single Garage With Addition To Accessory 2nd Dwelling Unit Per Ab2299 And Sb 1069,90019.0,1.0,,2017.0
103,Permits with CofO,10.0,2011-12-14 14:36:00,1.0,2011-05-23 14:48:00,1046-1048 S DEWEY AVE,,Building,11014-10000-00373,1 or 2 Family Dwelling,Bldg-Addition,668.0,CofO Issued,Duplex,Order To Comply For Legalize (N) Second Dwelling Unit Attached To (E) Sfd To Create A Duplex And A Separate Laundryroom;   Comply With Department Order Effective Date 04/09/2010. Permit Will Expire 30 Days From Issuance Date,90006.0,1.0,2011.0,
104,Permits without CofO,9.0,,1.0,2006-06-20 00:00:00,1046-1048 W 61ST ST,,Building,06014-10000-03651,1 or 2 Family Dwelling,Bldg-Addition,1223.0,CofO in Progress,Duplex,Add Second Unit With 2-Car Carport To Existing Sfd And Convert To Duplex;  Interior Remodel Of Existing Unit To Create 2 Additional Bedrooms And A Bath.   ,90044.0,1.0,2006.0,
105,Applications Submitted,7.0,,1.0,,10461 N HILLHAVEN AVE,2016-09-30 00:00:00,Building,16016-20000-23521,1 or 2 Family Dwelling,Bldg-Alter/Repair,1188.0,Reviewed by Supervisor,Dwelling - Single Family,"Convert Existing Det 2-Story Garage & Storage Bldg To 2nd Dwelling Unit Per Ordinance #184,510. This Permit To Include One 'Open' Parking Stall.",91042.0,1.0,,2016.0
106,Permits with CofO,6.0,2009-10-29 15:51:00,1.0,2008-08-25 14:24:00,10467 W CANTARA ST,,Building,08010-20000-00516,1 or 2 Family Dwelling,Bldg-New,640.0,CofO Issued,Dwelling - Single Family,"New 18'-10"" X 34' 2nd Dwelling At Rear Portion Of Lot Per Ab1866 (Max. 640 Sf)",91352.0,1.0,2008.0,
107,Applications Submitted,10.0,,1.0,,1047 S WINDSOR BLVD,2011-04-04 00:00:00,Building,11016-10000-06032,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Reviewed by Supervisor,Dwelling - Single Family,"Convert Existing Two Story S.F.D. To Duplex- Converting 1080 Sf Of An Existing 3619 Sf Sfd To A 2nd Dwelling Unit.  (2nd Dwelling Per Ab1866 And Za Memorandum #120).
Related Electrical, Hvac And Plumbing",90019.0,1.0,,2011.0
108,Permits without CofO,5.0,,1.0,2017-06-07 15:25:00,10470 W HOLMAN AVE,,Building,15014-10001-02215,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Accessory Dwelling Unit,Supplemental To Change Recreation Room Above Garage To Accessory Dwelling Unit Per  Ab 2299 And Sb 1069,90024.0,1.0,2017.0,
109,Permits with CofO,8.0,2007-11-18 17:12:00,2.0,2007-07-25 00:00:00,10470-10472 S VERMONT AVE,,Building,07010-70000-01003,1 or 2 Family Dwelling,Bldg-New,2063.0,CofO Issued,Duplex,Proposed New  2-Story Duplex  Consisting Of  One Unit  With  (3) Bedrooms &  (2) Bathrooms  And Second Unit  With  (2) Bedromms & (1) Bath.,90044.0,1.0,2007.0,
110,Permits with CofO,7.0,2014-07-17 12:55:00,1.0,2013-09-19 09:30:00,10472 N REMICK AVE,,Building,13014-20000-03510,1 or 2 Family Dwelling,Bldg-Addition,-146.0,CofO Issued,Dwelling - Single Family,"Remove 4' X 36'-4"" From Rear Of Existing Rec-Room. Convert And Remodel 998 Sf Of The Existing Rec Rm & Garage For The Total Of 998 Sf Ot The Second Dwelling Unit Per Za Memorandum No.  120.  Add 339 Sf Of  Carport Per Order To Comply.",91331.0,1.0,2013.0,
111,Permits without CofO,5.0,,1.0,2017-06-07 12:07:00,10473 W WYTON DR,,Building,17014-30000-01303,1 or 2 Family Dwelling,Bldg-Addition,818.0,Issued,Accessory Dwelling Unit,"Supplemental To Permit #16016-30000-05903 To Revise The Description To""Enclose (E)Carport To Convert To Garage.  Convert (E)Garage Into Adu Per Ab 2299 & Sb 1069"".  Add 21'-4"" X 23' Irreg. Shaped 1st Floor Extention To Connect Adu/Garage & 27'-2"" X 17'-4"" 2nd Floor Addition To Adu.
",90024.0,1.0,2017.0,
112,Permits without CofO,15.0,,1.0,2017-07-06 08:53:00,1048 N WILMINGTON BLVD,,Building,17016-10000-16186,1 or 2 Family Dwelling,Bldg-Alter/Repair,1296.0,Issued,Accessory Dwelling Unit,Convert Existing Garage With Storage Area Into New Adu Per Ab 2299 And Sb 1069. ( See Comments . ),90744.0,1.0,2017.0,
113,Applications Submitted,9.0,,1.0,,1049-1049 1/2 W 62ND ST,2015-02-06 00:00:00,Building,15016-70000-02784,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,PC Info Complete,Duplex,"Proposed Conversion Of (E) 2-Story Sfd (3174 Sq Ft) Into Duplex Consisting Of (1st Unit: 3 Bedroom, 2 Bathroom); And (2nd Unit: 4 Bedrooms, 2 Bathrooms).",90044.0,1.0,,2015.0
114,Applications Submitted,5.0,,1.0,,1050 N CASIANO ROAD,2016-02-10 00:00:00,Building,16010-20000-00563,1 or 2 Family Dwelling,Bldg-New,1199.0,Verifications in Progress,Accessory Dwelling Unit,"2-Story Accessory  Dwelling Unit /Open Trellis, & Exterior/Interior Stairwat. Per Ab 2299 & Sb 1069",90049.0,1.0,,2016.0
115,Applications Submitted,12.0,,1.0,,10504 N ZELZAH AVE,2017-01-23 00:00:00,Building,17016-20000-01404,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Reviewed by Supervisor,Dwelling - Single Family,"Convert Existing Rec. Room To Accessory Dwelling Unit Per Ab 2299 & Sb 1069. All Work Per Wfpp.
****""Comply With Department Order Effective Date 12/04/2013.  Permit Will Expire 30 Days From Issuance Date""",91344.0,1.0,,2017.0
116,Permits without CofO,12.0,,1.0,2017-06-06 10:11:00,10505-10507 S HASKELL AVE,,Building,17016-20000-14878,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Issued,Dwelling - Single Family,"Convert (E) 46'4"" X 31'6"" (Irr. Shape) Portion Of Single Family Dwelling To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069 ",91344.0,1.0,2017.0,
117,Permits without CofO,7.0,,1.0,2017-03-16 07:30:00,10506 N WOODMAN AVE,,Building,17016-20000-03899,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Accessory Dwelling Unit,"Convert (E) 14'-6"" X 41' Storage Building To Accessory Dwelling Unit Per Ab2299 And Sb1069",91345.0,1.0,2017.0,
118,Permits with CofO,6.0,2009-12-07 08:05:00,1.0,2008-04-25 16:40:00,10509 W CROCKETT ST,,Building,08010-20000-00304,1 or 2 Family Dwelling,Bldg-New,639.0,CofO Issued,Dwelling - Single Family,Proposed Second Dwelling Unit Per Ab1866;  All Work Per Type V Sheet.,91352.0,1.0,2008.0,
119,Permits without CofO,10.0,,1.0,2017-06-08 09:43:00,1051-1053 S VICTORIA AVE,,Building,17016-10000-07523,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Accessory Dwelling Unit,"Convert (E) Rec Room W/ Attached Carport To Accessory Dwelling Unit (35'-6"" X 20'-0"") W/ Attached Carport Per Ab 2299 And Sb 1069.",90019.0,1.0,2017.0,
120,Permits with CofO,6.0,2009-09-22 10:34:00,1.0,2008-07-23 15:51:00,10510 W CROCKETT ST,,Building,08014-20000-02174,1 or 2 Family Dwelling,Bldg-Addition,640.0,CofO Issued,Dwelling - Single Family,"Convert Portion Of (E) Garage/Work-Shop/Storage Rm. To New Second Dwelling Unit Max. Flr. Area 640 S.F.  ((Per Type V Sheet & Stand. Details)).
",91352.0,1.0,2008.0,
121,Applications Submitted,7.0,,1.0,,10511 W PENROSE ST,2017-04-25 00:00:00,Building,17010-40000-01588,1 or 2 Family Dwelling,Bldg-New,1200.0,Reviewed by Supervisor,Accessory Dwelling Unit,New 1 Story Accessory Dwelling Unit With Front And Rear Porches Per Ab 2299 And Sb 1069.,91352.0,1.0,,2017.0
122,Permits without CofO,5.0,,1.0,2017-06-23 15:39:00,10514-10516 W ILONA AVE,,Building,17014-30000-00952,1 or 2 Family Dwelling,Bldg-Addition,372.0,Issued,Accessory Dwelling Unit,"Convert (E) Garage To Accessory Dwelling Per Ab 2299-Sb1069 And Add New 7'-2"" X 7'-2"" Bathroom.  New Framing And Footings Per Wfpp.",90064.0,1.0,2017.0,
123,Permits with CofO,8.0,2015-06-09 09:46:00,1.0,2015-02-09 15:12:00,10515 S CLOVIS AVE,,Building,14010-70000-02214,1 or 2 Family Dwelling,Bldg-New,946.0,CofO Issued,Dwelling - Single Family,New 2-Story Sfd.  Fully Sprinklered With Nfpa-13d.  Proposed 2nd Dwelling Unit In R1 Zone Per Za Memorandum No. 120.,90002.0,1.0,2015.0,
124,Permits without CofO,12.0,,1.0,2016-10-07 09:06:00,10517 N SHOSHONE AVE,,Building,15014-20000-02260,1 or 2 Family Dwelling,Bldg-Addition,1140.0,Issued,Dwelling - Single Family,40' X 30' Irregular Shaped Addition To Garage And Covered Patio And Convert To Second Dwelling Unit Per Ordinance 184510; Remove 4' X 20' Portion Of Garage; All Work Per Wfpp,91344.0,1.0,2016.0,
125,Permits without CofO,7.0,,1.0,2017-03-29 09:28:00,10517-10519 N LANGMUIR AVE,,Building,17016-20000-05709,1 or 2 Family Dwelling,Bldg-Alter/Repair,384.0,Issued,Dwelling - Single Family,"Convert (E) 19'9"" X 20'6"" Attached Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069",91040.0,1.0,2017.0,
126,Permits without CofO,7.0,,1.0,2004-06-15 00:00:00,10519 N EL DORADO AVE,,Building,04014-20000-04729,1 or 2 Family Dwelling,Bldg-Addition,540.0,Permit Finaled,Dwelling - Single Family,New Sfd W/ Attached 2-Car Carport Per Ab 1866:  Convert (E) Detached Garage To Sfd And Add 10' X 16' To Rear Creating A 540 S.F. Sfd.  Add 18' X 18' Two-Car Carport To The Rear.  All Work To Be Per Type V Sheet.  Comply With Code Enforcement Order Eff Date 11/11/2003 - Permit Will Expire 30 Days From Issuance Date.,91331.0,1.0,2004.0,
127,Applications Submitted,7.0,,1.0,,10519 N FAIRGROVE AVE,2017-03-20 00:00:00,Building,17010-10000-01178,1 or 2 Family Dwelling,Bldg-New,1200.0,Reviewed by Supervisor,Accessory Dwelling Unit,New 2 Story 1200sft Accessory Dwelling Unit Per Ab2299 And Sb1069,91042.0,1.0,,2017.0
128,Permits with CofO,7.0,2015-10-05 15:39:00,1.0,2014-04-29 11:15:00,10521 1/2 N SAMOA AVE,,Building,14010-20000-00385,1 or 2 Family Dwelling,Bldg-New,497.0,CofO Issued,Dwelling - Single Family,(N) 1-Story 2nd Dwelling Unit Per Za Memorandum 120,91042.0,1.0,2014.0,
129,Permits with CofO,6.0,2007-04-12 16:13:00,1.0,2006-11-15 00:00:00,10522 W CANTARA ST,,Building,06010-20000-02501,1 or 2 Family Dwelling,Bldg-New,640.0,CofO Issued,Dwelling - Single Family,New 2nd Dwlg. 640 S.F.  Per Ab 1866 Per Type V.,91352.0,1.0,2006.0,
130,Applications Submitted,2.0,,,,10525 W CANTARA ST,2007-05-16 00:00:00,Building,07010-20000-02078,1 or 2 Family Dwelling,Bldg-New,,Corrections Issued,Dwelling - Single Family,"New 2nd Dwlg - Per Ab 1866,  Max.  Floor Area 640 S.F.  ((The Permit Will Expire 30-Days
From Issuance Date)) Per Type V.",91352.0,1.0,,2007.0
131,Permits with CofO,7.0,2006-02-21 14:15:00,1.0,2005-06-08 00:00:00,10529 N KEWEN AVE,,Building,05010-20000-00855,1 or 2 Family Dwelling,Bldg-New,640.0,CofO Issued,Dwelling - Single Family,"Proposed 49'-0""X24'-8"" Second Dwelling (R-3 Occupancy: 640 Sq. Ft.) With Attached 2-Car Garage (U-1 Occupancy: 480 Sq. Ft.) Pursuant To Ab 1866.  All Work Per Engineered Plans.",91331.0,1.0,2005.0,
